Metaphor,Image
The future of our transportation system hangs in the balance.,C:/DataSet/SNLI/ImagesTest\image_592.jpg
The future of our transportation system hangs in the balance.,C:/DataSet/SNLI/ImagesTest\image_593.jpg
The future of our transportation system hangs in the balance.,C:/DataSet/SNLI/ImagesTest\image_594.jpg
The future of our transportation system hangs in the balance.,C:/DataSet/SNLI/ImagesTest\image_595.jpg
The future of our transportation system hangs in the balance.,C:/DataSet/SNLI/ImagesTest\image_596.jpg
The future of our transportation system hangs in the balance.,C:/DataSet/SNLI/ImagesTest\image_597.jpg
The future of our transportation system hangs in the balance.,C:/DataSet/SNLI/ImagesTest\image_598.jpg
"There was a phone in his pocket, a secure digital unit like a cigarette lighter.",C:/DataSet/SNLI/ImagesTest\image_599.jpg
"There was a phone in his pocket, a secure digital unit like a cigarette lighter.",C:/DataSet/SNLI/ImagesTest\image_600.jpg
"There was a phone in his pocket, a secure digital unit like a cigarette lighter.",C:/DataSet/SNLI/ImagesTest\image_601.jpg
"There was a phone in his pocket, a secure digital unit like a cigarette lighter.",C:/DataSet/SNLI/ImagesTest\image_602.jpg
Maybe my heart will be pounding like a worn out clock,C:/DataSet/SNLI/ImagesTest\image_603.jpg
Maybe my heart will be pounding like a worn out clock,C:/DataSet/SNLI/ImagesTest\image_604.jpg
Maybe my heart will be pounding like a worn out clock,C:/DataSet/SNLI/ImagesTest\image_605.jpg
A breezy disregard for the preservation of the pence was a family trait.,C:/DataSet/SNLI/ImagesTest\image_606.jpg
A breezy disregard for the preservation of the pence was a family trait.,C:/DataSet/SNLI/ImagesTest\image_607.jpg
A breezy disregard for the preservation of the pence was a family trait.,C:/DataSet/SNLI/ImagesTest\image_608.jpg
A breezy disregard for the preservation of the pence was a family trait.,C:/DataSet/SNLI/ImagesTest\image_609.jpg
A breezy disregard for the preservation of the pence was a family trait.,C:/DataSet/SNLI/ImagesTest\image_610.jpg
A breezy disregard for the preservation of the pence was a family trait.,C:/DataSet/SNLI/ImagesTest\image_611.jpg
A breezy disregard for the preservation of the pence was a family trait.,C:/DataSet/SNLI/ImagesTest\image_612.jpg
A breezy disregard for the preservation of the pence was a family trait.,C:/DataSet/SNLI/ImagesTest\image_613.jpg
A breezy disregard for the preservation of the pence was a family trait.,C:/DataSet/SNLI/ImagesTest\image_614.jpg
"And his heart within him  fluttered  ,",C:/DataSet/SNLI/ImagesTest\image_615.jpg
I think we should think about the roots of the problem.,C:/DataSet/SNLI/ImagesTest\image_616.jpg
She felt as happy as a recent widow,C:/DataSet/SNLI/ImagesTest\image_617.jpg
She felt as happy as a recent widow,C:/DataSet/SNLI/ImagesTest\image_618.jpg
She felt as happy as a recent widow,C:/DataSet/SNLI/ImagesTest\image_619.jpg
She felt as happy as a recent widow,C:/DataSet/SNLI/ImagesTest\image_620.jpg
No matter how many times you try you're always like a sloth at a racetrack.,C:/DataSet/SNLI/ImagesTest\image_621.jpg
No matter how many times you try you're always like a sloth at a racetrack.,C:/DataSet/SNLI/ImagesTest\image_622.jpg
No matter how many times you try you're always like a sloth at a racetrack.,C:/DataSet/SNLI/ImagesTest\image_623.jpg
No matter how many times you try you're always like a sloth at a racetrack.,C:/DataSet/SNLI/ImagesTest\image_624.jpg
It's got a slope-roofed garret ceiling and its windows are like an old man's teeth.,C:/DataSet/SNLI/ImagesTest\image_625.jpg
It's got a slope-roofed garret ceiling and its windows are like an old man's teeth.,C:/DataSet/SNLI/ImagesTest\image_626.jpg
It's got a slope-roofed garret ceiling and its windows are like an old man's teeth.,C:/DataSet/SNLI/ImagesTest\image_627.jpg
It's got a slope-roofed garret ceiling and its windows are like an old man's teeth.,C:/DataSet/SNLI/ImagesTest\image_628.jpg
At Southwest Airlines they understand that success rides on friendly service.,C:/DataSet/SNLI/ImagesTest\image_629.jpg
At Southwest Airlines they understand that success rides on friendly service.,C:/DataSet/SNLI/ImagesTest\image_630.jpg
At Southwest Airlines they understand that success rides on friendly service.,C:/DataSet/SNLI/ImagesTest\image_631.jpg
At Southwest Airlines they understand that success rides on friendly service.,C:/DataSet/SNLI/ImagesTest\image_632.jpg
At Southwest Airlines they understand that success rides on friendly service.,C:/DataSet/SNLI/ImagesTest\image_633.jpg
At Southwest Airlines they understand that success rides on friendly service.,C:/DataSet/SNLI/ImagesTest\image_634.jpg
At Southwest Airlines they understand that success rides on friendly service.,C:/DataSet/SNLI/ImagesTest\image_635.jpg
At Southwest Airlines they understand that success rides on friendly service.,C:/DataSet/SNLI/ImagesTest\image_636.jpg
At Southwest Airlines they understand that success rides on friendly service.,C:/DataSet/SNLI/ImagesTest\image_637.jpg
But we kept like a rooted tree in the middle of that forest blown by a relentless and violent wind.,C:/DataSet/SNLI/ImagesTest\image_638.jpg
But we kept like a rooted tree in the middle of that forest blown by a relentless and violent wind.,C:/DataSet/SNLI/ImagesTest\image_639.jpg
But we kept like a rooted tree in the middle of that forest blown by a relentless and violent wind.,C:/DataSet/SNLI/ImagesTest\image_640.jpg
But we kept like a rooted tree in the middle of that forest blown by a relentless and violent wind.,C:/DataSet/SNLI/ImagesTest\image_641.jpg
It was like a monk's cell.,C:/DataSet/SNLI/ImagesTest\image_642.jpg
It was like a monk's cell.,C:/DataSet/SNLI/ImagesTest\image_643.jpg
It was like a monk's cell.,C:/DataSet/SNLI/ImagesTest\image_644.jpg
It was like a monk's cell.,C:/DataSet/SNLI/ImagesTest\image_645.jpg
He was like a lamb in a field of wolves.,C:/DataSet/SNLI/ImagesTest\image_646.jpg
He was like a lamb in a field of wolves.,C:/DataSet/SNLI/ImagesTest\image_647.jpg
He was like a lamb in a field of wolves.,C:/DataSet/SNLI/ImagesTest\image_648.jpg
He was like a lamb in a field of wolves.,C:/DataSet/SNLI/ImagesTest\image_649.jpg
I knew there was pain but this was like a sharp dagger.,C:/DataSet/SNLI/ImagesTest\image_650.jpg
I knew there was pain but this was like a sharp dagger.,C:/DataSet/SNLI/ImagesTest\image_651.jpg
I knew there was pain but this was like a sharp dagger.,C:/DataSet/SNLI/ImagesTest\image_652.jpg
I knew there was pain but this was like a sharp dagger.,C:/DataSet/SNLI/ImagesTest\image_653.jpg
"That the time may  pass  more gayly ,",C:/DataSet/SNLI/ImagesTest\image_654.jpg
"That the time may  pass  more gayly ,",C:/DataSet/SNLI/ImagesTest\image_655.jpg
"That the time may  pass  more gayly ,",C:/DataSet/SNLI/ImagesTest\image_656.jpg
"That the time may  pass  more gayly ,",C:/DataSet/SNLI/ImagesTest\image_657.jpg
She was the darling of my life.,C:/DataSet/SNLI/ImagesTest\image_658.jpg
She was the darling of my life.,C:/DataSet/SNLI/ImagesTest\image_659.jpg
She was the darling of my life.,C:/DataSet/SNLI/ImagesTest\image_660.jpg
She was the darling of my life.,C:/DataSet/SNLI/ImagesTest\image_661.jpg
"Face it, caine, the whole ashland police department is like a pair of three- week-old gym socks.",C:/DataSet/SNLI/ImagesTest\image_662.jpg
"Face it, caine, the whole ashland police department is like a pair of three- week-old gym socks.",C:/DataSet/SNLI/ImagesTest\image_663.jpg
"Face it, caine, the whole ashland police department is like a pair of three- week-old gym socks.",C:/DataSet/SNLI/ImagesTest\image_664.jpg
"Face it, caine, the whole ashland police department is like a pair of three- week-old gym socks.",C:/DataSet/SNLI/ImagesTest\image_665.jpg
Her interest in butterflies absorbs her completely.,C:/DataSet/SNLI/ImagesTest\image_666.jpg
Her interest in butterflies absorbs her completely.,C:/DataSet/SNLI/ImagesTest\image_667.jpg
Her interest in butterflies absorbs her completely.,C:/DataSet/SNLI/ImagesTest\image_668.jpg
The weater in alter botanischer garten was like rain forest.,C:/DataSet/SNLI/ImagesTest\image_669.jpg
The weater in alter botanischer garten was like rain forest.,C:/DataSet/SNLI/ImagesTest\image_670.jpg
The weater in alter botanischer garten was like rain forest.,C:/DataSet/SNLI/ImagesTest\image_671.jpg
The weater in alter botanischer garten was like rain forest.,C:/DataSet/SNLI/ImagesTest\image_672.jpg
The images basked in the brilliance that covered him warm.,C:/DataSet/SNLI/ImagesTest\image_673.jpg
The images basked in the brilliance that covered him warm.,C:/DataSet/SNLI/ImagesTest\image_674.jpg
The images basked in the brilliance that covered him warm.,C:/DataSet/SNLI/ImagesTest\image_675.jpg
"Could not  breed  ill-will between them ,",C:/DataSet/SNLI/ImagesTest\image_676.jpg
"Could not  breed  ill-will between them ,",C:/DataSet/SNLI/ImagesTest\image_677.jpg
"Could not  breed  ill-will between them ,",C:/DataSet/SNLI/ImagesTest\image_678.jpg
"Could not  breed  ill-will between them ,",C:/DataSet/SNLI/ImagesTest\image_679.jpg
"Growing up, people always thought you were like a social pariah.",C:/DataSet/SNLI/ImagesTest\image_680.jpg
"Growing up, people always thought you were like a social pariah.",C:/DataSet/SNLI/ImagesTest\image_681.jpg
"Growing up, people always thought you were like a social pariah.",C:/DataSet/SNLI/ImagesTest\image_682.jpg
"Growing up, people always thought you were like a social pariah.",C:/DataSet/SNLI/ImagesTest\image_683.jpg
The lack of rain had depressed the water level in the reservoir.,C:/DataSet/SNLI/ImagesTest\image_684.jpg
The lack of rain had depressed the water level in the reservoir.,C:/DataSet/SNLI/ImagesTest\image_685.jpg
The lack of rain had depressed the water level in the reservoir.,C:/DataSet/SNLI/ImagesTest\image_686.jpg
The lack of rain had depressed the water level in the reservoir.,C:/DataSet/SNLI/ImagesTest\image_687.jpg
"This was where she'd first seen him, in this mirrored room, a space like an airplane hangar.",C:/DataSet/SNLI/ImagesTest\image_688.jpg
"This was where she'd first seen him, in this mirrored room, a space like an airplane hangar.",C:/DataSet/SNLI/ImagesTest\image_689.jpg
"This was where she'd first seen him, in this mirrored room, a space like an airplane hangar.",C:/DataSet/SNLI/ImagesTest\image_690.jpg
"This was where she'd first seen him, in this mirrored room, a space like an airplane hangar.",C:/DataSet/SNLI/ImagesTest\image_691.jpg
I thought all this very pretty and engaging and Steerforth seemed to think so too as we looked after them fading away in the light of a young moon.,C:/DataSet/SNLI/ImagesTest\image_692.jpg
I thought all this very pretty and engaging and Steerforth seemed to think so too as we looked after them fading away in the light of a young moon.,C:/DataSet/SNLI/ImagesTest\image_693.jpg
I thought all this very pretty and engaging and Steerforth seemed to think so too as we looked after them fading away in the light of a young moon.,C:/DataSet/SNLI/ImagesTest\image_694.jpg
I thought all this very pretty and engaging and Steerforth seemed to think so too as we looked after them fading away in the light of a young moon.,C:/DataSet/SNLI/ImagesTest\image_695.jpg
I thought all this very pretty and engaging and Steerforth seemed to think so too as we looked after them fading away in the light of a young moon.,C:/DataSet/SNLI/ImagesTest\image_696.jpg
I thought all this very pretty and engaging and Steerforth seemed to think so too as we looked after them fading away in the light of a young moon.,C:/DataSet/SNLI/ImagesTest\image_697.jpg
I thought all this very pretty and engaging and Steerforth seemed to think so too as we looked after them fading away in the light of a young moon.,C:/DataSet/SNLI/ImagesTest\image_698.jpg
I thought all this very pretty and engaging and Steerforth seemed to think so too as we looked after them fading away in the light of a young moon.,C:/DataSet/SNLI/ImagesTest\image_699.jpg
I thought all this very pretty and engaging and Steerforth seemed to think so too as we looked after them fading away in the light of a young moon.,C:/DataSet/SNLI/ImagesTest\image_700.jpg
I thought all this very pretty and engaging and Steerforth seemed to think so too as we looked after them fading away in the light of a young moon.,C:/DataSet/SNLI/ImagesTest\image_701.jpg
I thought all this very pretty and engaging and Steerforth seemed to think so too as we looked after them fading away in the light of a young moon.,C:/DataSet/SNLI/ImagesTest\image_702.jpg
I thought all this very pretty and engaging and Steerforth seemed to think so too as we looked after them fading away in the light of a young moon.,C:/DataSet/SNLI/ImagesTest\image_703.jpg
I cannot digest all this information.,C:/DataSet/SNLI/ImagesTest\image_704.jpg
I cannot digest all this information.,C:/DataSet/SNLI/ImagesTest\image_705.jpg
The girl was as laidback as a black tie wedding,C:/DataSet/SNLI/ImagesTest\image_706.jpg
The girl was as laidback as a black tie wedding,C:/DataSet/SNLI/ImagesTest\image_707.jpg
The girl was as laidback as a black tie wedding,C:/DataSet/SNLI/ImagesTest\image_708.jpg
The cancer made her like a dried flower .,C:/DataSet/SNLI/ImagesTest\image_709.jpg
Panic is sweeping through the streets like an ambitious virus.,C:/DataSet/SNLI/ImagesTest\image_710.jpg
Panic is sweeping through the streets like an ambitious virus.,C:/DataSet/SNLI/ImagesTest\image_711.jpg
Panic is sweeping through the streets like an ambitious virus.,C:/DataSet/SNLI/ImagesTest\image_712.jpg
The meat was transfigured in a fatty gravy.,C:/DataSet/SNLI/ImagesTest\image_713.jpg
The meat was transfigured in a fatty gravy.,C:/DataSet/SNLI/ImagesTest\image_714.jpg
Adam did not understand the root of the crisis,C:/DataSet/SNLI/ImagesTest\image_715.jpg
Adam did not understand the root of the crisis,C:/DataSet/SNLI/ImagesTest\image_716.jpg
Adam did not understand the root of the crisis,C:/DataSet/SNLI/ImagesTest\image_717.jpg
Adam did not understand the root of the crisis,C:/DataSet/SNLI/ImagesTest\image_718.jpg
Adam did not understand the root of the crisis,C:/DataSet/SNLI/ImagesTest\image_719.jpg
Adam did not understand the root of the crisis,C:/DataSet/SNLI/ImagesTest\image_720.jpg
Adam did not understand the root of the crisis,C:/DataSet/SNLI/ImagesTest\image_721.jpg
Adam did not understand the root of the crisis,C:/DataSet/SNLI/ImagesTest\image_722.jpg
Adam did not understand the root of the crisis,C:/DataSet/SNLI/ImagesTest\image_723.jpg
Adam did not understand the root of the crisis,C:/DataSet/SNLI/ImagesTest\image_724.jpg
Adam did not understand the root of the crisis,C:/DataSet/SNLI/ImagesTest\image_725.jpg
Adam did not understand the root of the crisis,C:/DataSet/SNLI/ImagesTest\image_726.jpg
Words are weapons.,C:/DataSet/SNLI/ImagesTest\image_727.jpg
Words are weapons.,C:/DataSet/SNLI/ImagesTest\image_728.jpg
Words are weapons.,C:/DataSet/SNLI/ImagesTest\image_729.jpg
The government photosynthesized the entire law into a code.,C:/DataSet/SNLI/ImagesTest\image_730.jpg
The government photosynthesized the entire law into a code.,C:/DataSet/SNLI/ImagesTest\image_731.jpg
The government photosynthesized the entire law into a code.,C:/DataSet/SNLI/ImagesTest\image_732.jpg
The government photosynthesized the entire law into a code.,C:/DataSet/SNLI/ImagesTest\image_733.jpg
He summoned the servant.,C:/DataSet/SNLI/ImagesTest\image_734.jpg
He summoned the servant.,C:/DataSet/SNLI/ImagesTest\image_735.jpg
He summoned the servant.,C:/DataSet/SNLI/ImagesTest\image_736.jpg
It is sad to observe the fruits of ignorance.,C:/DataSet/SNLI/ImagesTest\image_737.jpg
It is sad to observe the fruits of ignorance.,C:/DataSet/SNLI/ImagesTest\image_738.jpg
It is sad to observe the fruits of ignorance.,C:/DataSet/SNLI/ImagesTest\image_739.jpg
It is sad to observe the fruits of ignorance.,C:/DataSet/SNLI/ImagesTest\image_740.jpg
It is sad to observe the fruits of ignorance.,C:/DataSet/SNLI/ImagesTest\image_741.jpg
It is sad to observe the fruits of ignorance.,C:/DataSet/SNLI/ImagesTest\image_742.jpg
It is sad to observe the fruits of ignorance.,C:/DataSet/SNLI/ImagesTest\image_743.jpg
It is sad to observe the fruits of ignorance.,C:/DataSet/SNLI/ImagesTest\image_744.jpg
It is sad to observe the fruits of ignorance.,C:/DataSet/SNLI/ImagesTest\image_745.jpg
It is sad to observe the fruits of ignorance.,C:/DataSet/SNLI/ImagesTest\image_746.jpg
It is sad to observe the fruits of ignorance.,C:/DataSet/SNLI/ImagesTest\image_747.jpg
It is sad to observe the fruits of ignorance.,C:/DataSet/SNLI/ImagesTest\image_748.jpg
It is sad to observe the fruits of ignorance.,C:/DataSet/SNLI/ImagesTest\image_749.jpg
It is sad to observe the fruits of ignorance.,C:/DataSet/SNLI/ImagesTest\image_750.jpg
It is sad to observe the fruits of ignorance.,C:/DataSet/SNLI/ImagesTest\image_751.jpg
It is sad to observe the fruits of ignorance.,C:/DataSet/SNLI/ImagesTest\image_752.jpg
She was ready to turn her hand and heart to anything that promised to yield safety.,C:/DataSet/SNLI/ImagesTest\image_753.jpg
She was ready to turn her hand and heart to anything that promised to yield safety.,C:/DataSet/SNLI/ImagesTest\image_754.jpg
She was ready to turn her hand and heart to anything that promised to yield safety.,C:/DataSet/SNLI/ImagesTest\image_755.jpg
She was ready to turn her hand and heart to anything that promised to yield safety.,C:/DataSet/SNLI/ImagesTest\image_756.jpg
She was ready to turn her hand and heart to anything that promised to yield safety.,C:/DataSet/SNLI/ImagesTest\image_757.jpg
She was ready to turn her hand and heart to anything that promised to yield safety.,C:/DataSet/SNLI/ImagesTest\image_758.jpg
She was ready to turn her hand and heart to anything that promised to yield safety.,C:/DataSet/SNLI/ImagesTest\image_759.jpg
She was ready to turn her hand and heart to anything that promised to yield safety.,C:/DataSet/SNLI/ImagesTest\image_760.jpg
She was ready to turn her hand and heart to anything that promised to yield safety.,C:/DataSet/SNLI/ImagesTest\image_761.jpg
She was ready to turn her hand and heart to anything that promised to yield safety.,C:/DataSet/SNLI/ImagesTest\image_762.jpg
She was ready to turn her hand and heart to anything that promised to yield safety.,C:/DataSet/SNLI/ImagesTest\image_763.jpg
She was ready to turn her hand and heart to anything that promised to yield safety.,C:/DataSet/SNLI/ImagesTest\image_764.jpg
She was ready to turn her hand and heart to anything that promised to yield safety.,C:/DataSet/SNLI/ImagesTest\image_765.jpg
She was ready to turn her hand and heart to anything that promised to yield safety.,C:/DataSet/SNLI/ImagesTest\image_766.jpg
She was ready to turn her hand and heart to anything that promised to yield safety.,C:/DataSet/SNLI/ImagesTest\image_767.jpg
She was ready to turn her hand and heart to anything that promised to yield safety.,C:/DataSet/SNLI/ImagesTest\image_768.jpg
Tim in particular used some spicy language of his own.,C:/DataSet/SNLI/ImagesTest\image_769.jpg
Tim in particular used some spicy language of his own.,C:/DataSet/SNLI/ImagesTest\image_770.jpg
Tim in particular used some spicy language of his own.,C:/DataSet/SNLI/ImagesTest\image_771.jpg
Tim in particular used some spicy language of his own.,C:/DataSet/SNLI/ImagesTest\image_772.jpg
Tim in particular used some spicy language of his own.,C:/DataSet/SNLI/ImagesTest\image_773.jpg
Tim in particular used some spicy language of his own.,C:/DataSet/SNLI/ImagesTest\image_774.jpg
Tim in particular used some spicy language of his own.,C:/DataSet/SNLI/ImagesTest\image_775.jpg
Tim in particular used some spicy language of his own.,C:/DataSet/SNLI/ImagesTest\image_776.jpg
Tim in particular used some spicy language of his own.,C:/DataSet/SNLI/ImagesTest\image_777.jpg
Tim in particular used some spicy language of his own.,C:/DataSet/SNLI/ImagesTest\image_778.jpg
Tim in particular used some spicy language of his own.,C:/DataSet/SNLI/ImagesTest\image_779.jpg
Tim in particular used some spicy language of his own.,C:/DataSet/SNLI/ImagesTest\image_780.jpg
If you are drowning in a sea of minor problems you cannot focus on what matters.,C:/DataSet/SNLI/ImagesTest\image_781.jpg
If you are drowning in a sea of minor problems you cannot focus on what matters.,C:/DataSet/SNLI/ImagesTest\image_782.jpg
If you are drowning in a sea of minor problems you cannot focus on what matters.,C:/DataSet/SNLI/ImagesTest\image_783.jpg
The cigarettes rained on his health.,C:/DataSet/SNLI/ImagesTest\image_784.jpg
The cigarettes rained on his health.,C:/DataSet/SNLI/ImagesTest\image_785.jpg
The cigarettes rained on his health.,C:/DataSet/SNLI/ImagesTest\image_786.jpg
See the sun  far off  a shriveled orange in a sky gone black,C:/DataSet/SNLI/ImagesTest\image_787.jpg
See the sun  far off  a shriveled orange in a sky gone black,C:/DataSet/SNLI/ImagesTest\image_788.jpg
See the sun  far off  a shriveled orange in a sky gone black,C:/DataSet/SNLI/ImagesTest\image_789.jpg
See the sun  far off  a shriveled orange in a sky gone black,C:/DataSet/SNLI/ImagesTest\image_790.jpg
See the sun  far off  a shriveled orange in a sky gone black,C:/DataSet/SNLI/ImagesTest\image_791.jpg
See the sun  far off  a shriveled orange in a sky gone black,C:/DataSet/SNLI/ImagesTest\image_792.jpg
See the sun  far off  a shriveled orange in a sky gone black,C:/DataSet/SNLI/ImagesTest\image_793.jpg
See the sun  far off  a shriveled orange in a sky gone black,C:/DataSet/SNLI/ImagesTest\image_794.jpg
See the sun  far off  a shriveled orange in a sky gone black,C:/DataSet/SNLI/ImagesTest\image_795.jpg
See the sun  far off  a shriveled orange in a sky gone black,C:/DataSet/SNLI/ImagesTest\image_796.jpg
See the sun  far off  a shriveled orange in a sky gone black,C:/DataSet/SNLI/ImagesTest\image_797.jpg
See the sun  far off  a shriveled orange in a sky gone black,C:/DataSet/SNLI/ImagesTest\image_798.jpg
Jane knew these dicsussions were the seeds of a potential conflict.,C:/DataSet/SNLI/ImagesTest\image_799.jpg
Jane knew these dicsussions were the seeds of a potential conflict.,C:/DataSet/SNLI/ImagesTest\image_800.jpg
Jane knew these dicsussions were the seeds of a potential conflict.,C:/DataSet/SNLI/ImagesTest\image_801.jpg
Jane knew these dicsussions were the seeds of a potential conflict.,C:/DataSet/SNLI/ImagesTest\image_802.jpg
The force decimated the village at night.,C:/DataSet/SNLI/ImagesTest\image_803.jpg
The force decimated the village at night.,C:/DataSet/SNLI/ImagesTest\image_804.jpg
The force decimated the village at night.,C:/DataSet/SNLI/ImagesTest\image_805.jpg
She was like a professional model .,C:/DataSet/SNLI/ImagesTest\image_806.jpg
She was like a professional model .,C:/DataSet/SNLI/ImagesTest\image_807.jpg
She was like a professional model .,C:/DataSet/SNLI/ImagesTest\image_808.jpg
She was like a professional model .,C:/DataSet/SNLI/ImagesTest\image_809.jpg
My lawyer is a shark,C:/DataSet/SNLI/ImagesTest\image_810.jpg
My lawyer is a shark,C:/DataSet/SNLI/ImagesTest\image_811.jpg
My lawyer is a shark,C:/DataSet/SNLI/ImagesTest\image_812.jpg
My lawyer is a shark,C:/DataSet/SNLI/ImagesTest\image_813.jpg
My lawyer is a shark,C:/DataSet/SNLI/ImagesTest\image_814.jpg
My lawyer is a shark,C:/DataSet/SNLI/ImagesTest\image_815.jpg
My lawyer is a shark,C:/DataSet/SNLI/ImagesTest\image_816.jpg
My lawyer is a shark,C:/DataSet/SNLI/ImagesTest\image_817.jpg
My lawyer is a shark,C:/DataSet/SNLI/ImagesTest\image_818.jpg
My lawyer is a shark,C:/DataSet/SNLI/ImagesTest\image_819.jpg
My lawyer is a shark,C:/DataSet/SNLI/ImagesTest\image_820.jpg
My lawyer is a shark,C:/DataSet/SNLI/ImagesTest\image_821.jpg
My lawyer is a shark,C:/DataSet/SNLI/ImagesTest\image_822.jpg
My lawyer is a shark,C:/DataSet/SNLI/ImagesTest\image_823.jpg
My lawyer is a shark,C:/DataSet/SNLI/ImagesTest\image_824.jpg
My lawyer is a shark,C:/DataSet/SNLI/ImagesTest\image_825.jpg
"A fly landed on the empty , staring vizor , and crawled across it .",C:/DataSet/SNLI/ImagesTest\image_826.jpg
"A fly landed on the empty , staring vizor , and crawled across it .",C:/DataSet/SNLI/ImagesTest\image_827.jpg
"A fly landed on the empty , staring vizor , and crawled across it .",C:/DataSet/SNLI/ImagesTest\image_828.jpg
"A fly landed on the empty , staring vizor , and crawled across it .",C:/DataSet/SNLI/ImagesTest\image_829.jpg
I wrestled with this decision for years.,C:/DataSet/SNLI/ImagesTest\image_830.jpg
